Cell ID,PseudoTime,Time,Experiment
E0_407,0.509386733416771,407.0,0
E1_39,0.04881101376720901,39.0,1
E2_22,0.02753441802252816,22.0,2
E3_494,0.6182728410513142,494.0,3
E4_562,0.7033792240300375,562.0,4
E5_95,0.11889862327909888,95.0,5
E6_719,0.899874843554443,719.0,6
E7_316,0.3954943679599499,316.0,7
E8_228,0.2853566958698373,228.0,8
E9_783,0.9799749687108886,783.0,9
E10_610,0.7634543178973717,610.0,10
E11_694,0.8685857321652065,694.0,11
E12_545,0.6821026282853567,545.0,12
E13_690,0.8635794743429287,690.0,13
E14_765,0.9574468085106383,765.0,14
E15_49,0.06132665832290363,49.0,15
E16_672,0.8410513141426783,672.0,16
E17_140,0.17521902377972465,140.0,17
E18_563,0.704630788485607,563.0,18
E19_103,0.12891113892365458,103.0,19
E20_109,0.13642052565707133,109.0,20
E21_385,0.4818523153942428,385.0,21
E22_584,0.7309136420525657,584.0,22
E23_738,0.9236545682102628,738.0,23
E24_662,0.8285356695869838,662.0,24
E25_176,0.2202753441802253,176.0,25
E26_94,0.11764705882352941,94.0,26
E27_634,0.7934918648310388,634.0,27
E28_169,0.21151439299123906,169.0,28
E29_571,0.7146433041301627,571.0,29
E30_445,0.5569461827284106,445.0,30
E31_658,0.8235294117647058,658.0,31
E32_551,0.6896120150187734,551.0,32
E33_486,0.6082603254067585,486.0,33
E34_723,0.904881101376721,723.0,34
E35_135,0.16896120150187735,135.0,35
E36_499,0.6245306633291614,499.0,36
E37_530,0.6633291614518148,530.0,37
E38_500,0.6257822277847309,500.0,38
E39_199,0.2490613266583229,199.0,39
E40_690,0.8635794743429287,690.0,40
E41_721,0.9023779724655819,721.0,41
E42_529,0.6620775969962454,529.0,42
E43_642,0.8035043804755945,642.0,43
E44_424,0.5306633291614519,424.0,44
E45_394,0.493116395494368,394.0,45
E46_301,0.376720901126408,301.0,46
E47_431,0.5394242803504381,431.0,47
E48_144,0.1802252816020025,144.0,48
E49_348,0.4355444305381727,348.0,49
E50_646,0.8085106382978723,646.0,50
E51_45,0.056320400500625784,45.0,51
E52_676,0.8460575719649562,676.0,52
E53_798,0.9987484355444305,798.0,53
E54_634,0.7934918648310388,634.0,54
E55_419,0.5244055068836045,419.0,55
E56_236,0.295369211514393,236.0,56
E57_177,0.22152690863579474,177.0,57
E58_3,0.0037546933667083854,3.0,58
E59_14,0.017521902377972465,14.0,59
E60_522,0.6533166458072591,522.0,60
E61_195,0.24405506883604505,195.0,61
E62_791,0.9899874843554443,791.0,62
E63_772,0.9662077596996246,772.0,63
E64_231,0.28911138923654567,231.0,64
E65_597,0.7471839799749687,597.0,65
E66_237,0.29662077596996245,237.0,66
E67_421,0.5269086357947435,421.0,67
E68_209,0.2615769712140175,209.0,68
E69_22,0.02753441802252816,22.0,69
E70_13,0.016270337922403004,13.0,70
E71_378,0.47309136420525655,378.0,71
E72_692,0.8660826032540676,692.0,72
E73_121,0.15143929912390489,121.0,73
E74_216,0.27033792240300375,216.0,74
E75_4,0.0050062578222778474,4.0,75
E76_376,0.47058823529411764,376.0,76
E77_633,0.7922403003754693,633.0,77
E78_638,0.7984981226533167,638.0,78
E79_748,0.9361702127659575,748.0,79
E80_319,0.3992490613266583,319.0,80
E81_60,0.07509386733416772,60.0,81
E82_534,0.6683354192740926,534.0,82
E83_327,0.409261576971214,327.0,83
E84_539,0.6745932415519399,539.0,84
E85_88,0.11013767209011265,88.0,85
E86_292,0.36545682102628285,292.0,86
E87_252,0.31539424280350437,252.0,87
E88_685,0.8573216520650814,685.0,88
E89_363,0.45431789737171463,363.0,89
E90_38,0.04755944931163955,38.0,90
E91_761,0.9524405506883604,761.0,91
E92_269,0.33667083854818525,269.0,92
E93_757,0.9474342928660826,757.0,93
E94_323,0.40425531914893614,323.0,94
E95_80,0.10012515644555695,80.0,95
E96_362,0.4530663329161452,362.0,96
E97_111,0.13892365456821026,111.0,97
E98_77,0.09637046307884856,77.0,98
E99_479,0.5994993742177722,479.0,99
E100_101,0.12640801001251564,101.0,100
E101_586,0.7334167709637046,586.0,101
E102_161,0.20150187734668334,161.0,102
E103_238,0.2978723404255319,238.0,103
E104_340,0.425531914893617,340.0,104
E105_407,0.509386733416771,407.0,105
E106_725,0.9073842302878599,725.0,106
E107_27,0.03379224030037547,27.0,107
E108_656,0.8210262828535669,656.0,108
E109_343,0.4292866082603254,343.0,109
E110_522,0.6533166458072591,522.0,110
E111_782,0.9787234042553191,782.0,111
E112_532,0.6658322903629537,532.0,112
E113_430,0.5381727158948686,430.0,113
E114_62,0.07759699624530664,62.0,114
E115_440,0.5506883604505632,440.0,115
E116_653,0.8172715894868585,653.0,116
E117_190,0.23779724655819776,190.0,117
E118_46,0.057571964956195244,46.0,118
E119_721,0.9023779724655819,721.0,119
E120_157,0.1964956195244055,157.0,120
E121_181,0.2265331664580726,181.0,121
E122_247,0.3091364205256571,247.0,122
E123_296,0.3704630788485607,296.0,123
E124_649,0.8122653316645807,649.0,124
E125_594,0.7434292866082604,594.0,125
E126_510,0.6382978723404256,510.0,126
E127_254,0.31789737171464333,254.0,127
E128_619,0.7747183979974969,619.0,128
E129_791,0.9899874843554443,791.0,129
E130_709,0.8873591989987485,709.0,130
E131_116,0.14518147684605756,116.0,131
E132_720,0.9011264080100125,720.0,132
E133_580,0.7259073842302879,580.0,133
E134_646,0.8085106382978723,646.0,134
E135_712,0.8911138923654568,712.0,135
E136_175,0.2190237797246558,175.0,136
E137_595,0.7446808510638298,595.0,137
E138_717,0.8973717146433041,717.0,138
E139_542,0.6783479349186483,542.0,139
E140_615,0.769712140175219,615.0,140
E141_518,0.6483103879849812,518.0,141
E142_142,0.17772215269086358,142.0,142
E143_154,0.1927409261576971,154.0,143
E144_282,0.35294117647058826,282.0,144
E145_547,0.6846057571964956,547.0,145
E146_164,0.20525657071339173,164.0,146
E147_98,0.12265331664580725,98.0,147
E148_302,0.37797246558197745,302.0,148
E149_41,0.05131414267834793,41.0,149
E150_464,0.5807259073842302,464.0,150
E151_627,0.7847309136420526,627.0,151
E152_481,0.6020025031289111,481.0,152
E153_377,0.4718397997496871,377.0,153
E154_588,0.7359198998748435,588.0,154
E155_409,0.5118898623279099,409.0,155
E156_345,0.43178973717146435,345.0,156
E157_223,0.27909887359199,223.0,157
E158_768,0.9612015018773467,768.0,158
E159_455,0.5694618272841051,455.0,159
E160_164,0.20525657071339173,164.0,160
E161_345,0.43178973717146435,345.0,161
E162_691,0.8648310387984981,691.0,162
E163_544,0.6808510638297872,544.0,163
E164_649,0.8122653316645807,649.0,164
E165_187,0.23404255319148937,187.0,165
E166_463,0.5794743429286608,463.0,166
E167_412,0.5156445556946183,412.0,167
E168_138,0.17271589486858574,138.0,168
E169_295,0.3692115143929912,295.0,169
E170_756,0.9461827284105131,756.0,170
E171_617,0.772215269086358,617.0,171
E172_306,0.3829787234042553,306.0,172
E173_227,0.28410513141426785,227.0,173
E174_79,0.09887359198998748,79.0,174
E175_267,0.3341677096370463,267.0,175
E176_517,0.6470588235294118,517.0,176
E177_275,0.344180225281602,275.0,177
E178_594,0.7434292866082604,594.0,178
E179_736,0.9211514392991239,736.0,179
E180_609,0.7622027534418022,609.0,180
E181_271,0.33917396745932415,271.0,181
E182_722,0.9036295369211514,722.0,182
E183_549,0.6871088861076345,549.0,183
E184_621,0.7772215269086358,621.0,184
E185_302,0.37797246558197745,302.0,185
E186_209,0.2615769712140175,209.0,186
E187_118,0.1476846057571965,118.0,187
E188_698,0.8735919899874843,698.0,188
E189_728,0.9111389236545682,728.0,189
E190_624,0.7809762202753442,624.0,190
E191_322,0.4030037546933667,322.0,191
E192_698,0.8735919899874843,698.0,192
E193_325,0.4067584480600751,325.0,193
E194_540,0.6758448060075094,540.0,194
E195_228,0.2853566958698373,228.0,195
E196_695,0.869837296620776,695.0,196
E197_415,0.5193992490613266,415.0,197
E198_601,0.7521902377972466,601.0,198
E199_161,0.20150187734668334,161.0,199
E200_110,0.1376720901126408,110.0,200
E201_570,0.7133917396745932,570.0,201
E202_227,0.28410513141426785,227.0,202
E203_333,0.4167709637046308,333.0,203
E204_242,0.30287859824780977,242.0,204
E205_24,0.030037546933667083,24.0,205
E206_777,0.9724655819774718,777.0,206
E207_628,0.785982478097622,628.0,207
E208_556,0.6958698372966208,556.0,208
E209_578,0.723404255319149,578.0,209
E210_594,0.7434292866082604,594.0,210
E211_258,0.32290362953692114,258.0,211
E212_329,0.4117647058823529,329.0,212
E213_563,0.704630788485607,563.0,213
E214_530,0.6633291614518148,530.0,214
E215_340,0.425531914893617,340.0,215
E216_266,0.33291614518147683,266.0,216
E217_244,0.3053817271589487,244.0,217
E218_373,0.4668335419274093,373.0,218
E219_172,0.21526908635794745,172.0,219
E220_531,0.6645807259073843,531.0,220
E221_297,0.3717146433041302,297.0,221
E222_424,0.5306633291614519,424.0,222
E223_477,0.5969962453066333,477.0,223
E224_721,0.9023779724655819,721.0,224
E225_686,0.8585732165206508,686.0,225
E226_733,0.9173967459324155,733.0,226
E227_157,0.1964956195244055,157.0,227
E228_742,0.9286608260325406,742.0,228
E229_435,0.5444305381727159,435.0,229
E230_555,0.6946182728410513,555.0,230
E231_331,0.4142678347934919,331.0,231
E232_297,0.3717146433041302,297.0,232
E233_436,0.5456821026282853,436.0,233
E234_751,0.9399249061326659,751.0,234
E235_336,0.42052565707133915,336.0,235
E236_383,0.4793491864831039,383.0,236
E237_418,0.523153942428035,418.0,237
E238_136,0.1702127659574468,136.0,238
E239_615,0.769712140175219,615.0,239
E240_703,0.8798498122653317,703.0,240
E241_705,0.8823529411764706,705.0,241
E242_331,0.4142678347934919,331.0,242
E243_77,0.09637046307884856,77.0,243
E244_113,0.1414267834793492,113.0,244
E245_466,0.5832290362953693,466.0,245
E246_657,0.8222778473091364,657.0,246
E247_512,0.6408010012515645,512.0,247
E248_352,0.4405506883604506,352.0,248
E249_276,0.3454317897371715,276.0,249
E250_337,0.42177722152690866,337.0,250
E251_151,0.18898623279098872,151.0,251
E252_95,0.11889862327909888,95.0,252
E253_457,0.571964956195244,457.0,253
E254_184,0.23028785982478098,184.0,254
E255_139,0.1739674593241552,139.0,255
E256_707,0.8848560700876095,707.0,256
E257_707,0.8848560700876095,707.0,257
E258_154,0.1927409261576971,154.0,258
E259_318,0.3979974968710889,318.0,259
E260_281,0.35168961201501875,281.0,260
E261_354,0.4430538172715895,354.0,261
E262_401,0.5018773466833542,401.0,262
E263_271,0.33917396745932415,271.0,263
E264_118,0.1476846057571965,118.0,264
E265_708,0.886107634543179,708.0,265
E266_468,0.5857321652065082,468.0,266
E267_626,0.7834793491864831,626.0,267
E268_193,0.24155193992490614,193.0,268
E269_123,0.1539424280350438,123.0,269
E270_454,0.5682102628285357,454.0,270
E271_222,0.27784730913642053,222.0,271
E272_293,0.3667083854818523,293.0,272
E273_101,0.12640801001251564,101.0,273
E274_642,0.8035043804755945,642.0,274
E275_395,0.49436795994993743,395.0,275
E276_23,0.028785982478097622,23.0,276
E277_481,0.6020025031289111,481.0,277
