Cell ID,PseudoTime,Time,Experiment
E0_234,0.2928660826032541,234.0,0
E1_642,0.8035043804755945,642.0,1
E2_612,0.7659574468085106,612.0,2
E3_772,0.9662077596996246,772.0,3
E4_467,0.5844806007509387,467.0,4
E5_119,0.14893617021276595,119.0,5
E6_719,0.899874843554443,719.0,6
E7_318,0.3979974968710889,318.0,7
E8_70,0.08760951188986232,70.0,8
E9_774,0.9687108886107635,774.0,9
E10_418,0.523153942428035,418.0,10
E11_389,0.48685857321652065,389.0,11
E12_383,0.4793491864831039,383.0,12
E13_651,0.8147684605757196,651.0,13
E14_764,0.9561952440550688,764.0,14
E15_692,0.8660826032540676,692.0,15
E16_92,0.11514392991239049,92.0,16
E17_799,1.0,799.0,17
E18_434,0.5431789737171464,434.0,18
E19_556,0.6958698372966208,556.0,19
E20_225,0.2816020025031289,225.0,20
E21_631,0.7897371714643304,631.0,21
E22_749,0.9374217772215269,749.0,22
E23_747,0.934918648310388,747.0,23
E24_271,0.33917396745932415,271.0,24
E25_385,0.4818523153942428,385.0,25
E26_706,0.8836045056320401,706.0,26
E27_409,0.5118898623279099,409.0,27
E28_595,0.7446808510638298,595.0,28
E29_279,0.34918648310387984,279.0,29
E30_10,0.012515644555694618,10.0,30
E31_561,0.7021276595744681,561.0,31
E32_168,0.21026282853566958,168.0,32
E33_434,0.5431789737171464,434.0,33
E34_25,0.03128911138923655,25.0,34
E35_513,0.6420525657071339,513.0,35
E36_34,0.0425531914893617,34.0,36
E37_641,0.8022528160200251,641.0,37
E38_637,0.7972465581977471,637.0,38
E39_296,0.3704630788485607,296.0,39
E40_370,0.46307884856070086,370.0,40
E41_624,0.7809762202753442,624.0,41
E42_183,0.22903629536921152,183.0,42
E43_418,0.523153942428035,418.0,43
E44_741,0.9274092615769712,741.0,44
E45_123,0.1539424280350438,123.0,45
E46_498,0.623279098873592,498.0,46
E47_162,0.20275344180225283,162.0,47
E48_251,0.3141426783479349,251.0,48
E49_633,0.7922403003754693,633.0,49
E50_517,0.6470588235294118,517.0,50
E51_102,0.1276595744680851,102.0,51
E52_37,0.04630788485607009,37.0,52
E53_765,0.9574468085106383,765.0,53
E54_218,0.27284105131414266,218.0,54
E55_111,0.13892365456821026,111.0,55
E56_475,0.5944931163954944,475.0,56
E57_269,0.33667083854818525,269.0,57
E58_708,0.886107634543179,708.0,58
E59_776,0.9712140175219024,776.0,59
E60_39,0.04881101376720901,39.0,60
E61_272,0.3404255319148936,272.0,61
E62_374,0.46808510638297873,374.0,62
E63_59,0.07384230287859825,59.0,63
E64_370,0.46307884856070086,370.0,64
E65_71,0.08886107634543179,71.0,65
E66_333,0.4167709637046308,333.0,66
E67_319,0.3992490613266583,319.0,67
E68_318,0.3979974968710889,318.0,68
E69_734,0.918648310387985,734.0,69
E70_739,0.9249061326658323,739.0,70
E71_281,0.35168961201501875,281.0,71
E72_281,0.35168961201501875,281.0,72
E73_502,0.6282853566958698,502.0,73
E74_773,0.967459324155194,773.0,74
E75_515,0.6445556946182729,515.0,75
E76_263,0.32916145181476847,263.0,76
E77_630,0.7884856070087609,630.0,77
E78_557,0.6971214017521903,557.0,78
E79_462,0.5782227784730913,462.0,79
E80_685,0.8573216520650814,685.0,80
E81_37,0.04630788485607009,37.0,81
E82_787,0.9849812265331664,787.0,82
E83_232,0.2903629536921151,232.0,83
E84_508,0.6357947434292867,508.0,84
E85_309,0.3867334167709637,309.0,85
E86_479,0.5994993742177722,479.0,86
E87_5,0.006257822277847309,5.0,87
E88_0,0.0,0.0,88
E89_98,0.12265331664580725,98.0,89
E90_239,0.29912390488110135,239.0,90
E91_735,0.9198998748435544,735.0,91
E92_188,0.23529411764705882,188.0,92
E93_603,0.7546933667083855,603.0,93
E94_631,0.7897371714643304,631.0,94
E95_483,0.60450563204005,483.0,95
E96_227,0.28410513141426785,227.0,96
E97_405,0.5068836045056321,405.0,97
E98_779,0.9749687108886108,779.0,98
E99_250,0.31289111389236546,250.0,99
E100_207,0.2590738423028786,207.0,100
E101_777,0.9724655819774718,777.0,101
E102_522,0.6533166458072591,522.0,102
E103_376,0.47058823529411764,376.0,103
E104_394,0.493116395494368,394.0,104
E105_579,0.7246558197747184,579.0,105
E106_389,0.48685857321652065,389.0,106
E107_561,0.7021276595744681,561.0,107
E108_306,0.3829787234042553,306.0,108
E109_246,0.3078848560700876,246.0,109
E110_776,0.9712140175219024,776.0,110
E111_476,0.5957446808510638,476.0,111
E112_486,0.6082603254067585,486.0,112
E113_200,0.2503128911138924,200.0,113
E114_235,0.29411764705882354,235.0,114
E115_150,0.18773466833541927,150.0,115
E116_736,0.9211514392991239,736.0,116
E117_349,0.43679599499374216,349.0,117
E118_427,0.5344180225281602,427.0,118
E119_105,0.13141426783479349,105.0,119
E120_139,0.1739674593241552,139.0,120
E121_363,0.45431789737171463,363.0,121
E122_206,0.25782227784730916,206.0,122
E123_617,0.772215269086358,617.0,123
E124_137,0.17146433041301626,137.0,124
E125_88,0.11013767209011265,88.0,125
E126_492,0.6157697121401752,492.0,126
E127_211,0.2640801001251564,211.0,127
E128_555,0.6946182728410513,555.0,128
E129_36,0.04505632040050062,36.0,129
E130_471,0.5894868585732165,471.0,130
E131_749,0.9374217772215269,749.0,131
E132_37,0.04630788485607009,37.0,132
E133_665,0.8322903629536921,665.0,133
E134_427,0.5344180225281602,427.0,134
E135_374,0.46808510638297873,374.0,135
E136_764,0.9561952440550688,764.0,136
E137_301,0.376720901126408,301.0,137
E138_329,0.4117647058823529,329.0,138
E139_784,0.981226533166458,784.0,139
E140_367,0.4593241551939925,367.0,140
E141_419,0.5244055068836045,419.0,141
E142_750,0.9386733416770964,750.0,142
E143_207,0.2590738423028786,207.0,143
E144_130,0.16270337922403003,130.0,144
E145_334,0.41802252816020025,334.0,145
E146_195,0.24405506883604505,195.0,146
E147_613,0.7672090112640801,613.0,147
E148_73,0.09136420525657071,73.0,148
E149_785,0.9824780976220275,785.0,149
E150_224,0.28035043804755944,224.0,150
E151_490,0.6132665832290363,490.0,151
E152_388,0.4856070087609512,388.0,152
E153_333,0.4167709637046308,333.0,153
E154_314,0.392991239048811,314.0,154
E155_202,0.2528160200250313,202.0,155
E156_467,0.5844806007509387,467.0,156
E157_187,0.23404255319148937,187.0,157
E158_772,0.9662077596996246,772.0,158
E159_143,0.17897371714643304,143.0,159
E160_308,0.3854818523153942,308.0,160
E161_396,0.4956195244055069,396.0,161
E162_154,0.1927409261576971,154.0,162
E163_296,0.3704630788485607,296.0,163
E164_147,0.18397997496871088,147.0,164
E165_178,0.2227784730913642,178.0,165
E166_24,0.030037546933667083,24.0,166
E167_699,0.8748435544430538,699.0,167
E168_155,0.1939924906132666,155.0,168
E169_378,0.47309136420525655,378.0,169
E170_455,0.5694618272841051,455.0,170
E171_129,0.16145181476846057,129.0,171
E172_585,0.7321652065081352,585.0,172
E173_66,0.08260325406758448,66.0,173
E174_686,0.8585732165206508,686.0,174
E175_374,0.46808510638297873,374.0,175
E176_183,0.22903629536921152,183.0,176
E177_29,0.03629536921151439,29.0,177
E178_446,0.55819774718398,446.0,178
E179_652,0.8160200250312891,652.0,179
E180_151,0.18898623279098872,151.0,180
E181_138,0.17271589486858574,138.0,181
E182_714,0.8936170212765957,714.0,182
E183_771,0.9649561952440551,771.0,183
E184_456,0.5707133917396746,456.0,184
E185_133,0.16645807259073842,133.0,185
E186_466,0.5832290362953693,466.0,186
E187_678,0.8485607008760951,678.0,187
E188_338,0.4230287859824781,338.0,188
E189_650,0.8135168961201502,650.0,189
E190_775,0.9699624530663329,775.0,190
E191_39,0.04881101376720901,39.0,191
E192_19,0.023779724655819776,19.0,192
E193_706,0.8836045056320401,706.0,193
E194_434,0.5431789737171464,434.0,194
E195_736,0.9211514392991239,736.0,195
E196_558,0.6983729662077597,558.0,196
E197_435,0.5444305381727159,435.0,197
E198_577,0.7221526908635795,577.0,198
E199_212,0.26533166458072593,212.0,199
E200_447,0.5594493116395495,447.0,200
E201_570,0.7133917396745932,570.0,201
E202_670,0.8385481852315394,670.0,202
E203_45,0.056320400500625784,45.0,203
E204_707,0.8848560700876095,707.0,204
E205_433,0.541927409261577,433.0,205
