Cell ID,PseudoTime,Time,Experiment
E0_752,0.9411764705882353,752.0,0
E1_71,0.08886107634543179,71.0,1
E2_411,0.5143929912390488,411.0,2
E3_415,0.5193992490613266,415.0,3
E4_291,0.3642052565707134,291.0,4
E5_620,0.7759699624530664,620.0,5
E6_112,0.14017521902377972,112.0,6
E7_211,0.2640801001251564,211.0,7
E8_222,0.27784730913642053,222.0,8
E9_395,0.49436795994993743,395.0,9
E10_341,0.4267834793491865,341.0,10
E11_399,0.49937421777221525,399.0,11
E12_613,0.7672090112640801,613.0,12
E13_84,0.10513141426783479,84.0,13
E14_324,0.40550688360450565,324.0,14
E15_185,0.23153942428035043,185.0,15
E16_362,0.4530663329161452,362.0,16
E17_462,0.5782227784730913,462.0,17
E18_501,0.6270337922403004,501.0,18
E19_604,0.7559449311639549,604.0,19
E20_148,0.18523153942428036,148.0,20
E21_567,0.7096370463078848,567.0,21
E22_416,0.5206508135168961,416.0,22
E23_563,0.704630788485607,563.0,23
E24_454,0.5682102628285357,454.0,24
E25_283,0.3541927409261577,283.0,25
E26_587,0.7346683354192741,587.0,26
E27_43,0.05381727158948686,43.0,27
E28_354,0.4430538172715895,354.0,28
E29_245,0.30663329161451813,245.0,29
E30_217,0.2715894868585732,217.0,30
E31_616,0.7709637046307884,616.0,31
E32_663,0.8297872340425532,663.0,32
E33_592,0.7409261576971214,592.0,33
E34_448,0.5607008760951189,448.0,34
E35_773,0.967459324155194,773.0,35
E36_268,0.3354192740926158,268.0,36
E37_449,0.5619524405506884,449.0,37
E38_385,0.4818523153942428,385.0,38
E39_461,0.5769712140175219,461.0,39
E40_54,0.06758448060075094,54.0,40
E41_384,0.4806007509386733,384.0,41
E42_14,0.017521902377972465,14.0,42
E43_90,0.11264080100125157,90.0,43
E44_780,0.9762202753441802,780.0,44
E45_143,0.17897371714643304,143.0,45
E46_561,0.7021276595744681,561.0,46
E47_376,0.47058823529411764,376.0,47
E48_199,0.2490613266583229,199.0,48
E49_338,0.4230287859824781,338.0,49
E50_54,0.06758448060075094,54.0,50
E51_363,0.45431789737171463,363.0,51
E52_265,0.3316645807259074,265.0,52
E53_149,0.18648310387984982,149.0,53
E54_592,0.7409261576971214,592.0,54
E55_311,0.38923654568210264,311.0,55
E56_486,0.6082603254067585,486.0,56
E57_80,0.10012515644555695,80.0,57
E58_190,0.23779724655819776,190.0,58
E59_421,0.5269086357947435,421.0,59
E60_579,0.7246558197747184,579.0,60
E61_568,0.7108886107634543,568.0,61
E62_736,0.9211514392991239,736.0,62
E63_755,0.9449311639549437,755.0,63
E64_643,0.804755944931164,643.0,64
E65_250,0.31289111389236546,250.0,65
E66_145,0.18147684605757197,145.0,66
E67_507,0.6345431789737171,507.0,67
E68_705,0.8823529411764706,705.0,68
E69_753,0.9424280350438048,753.0,69
E70_705,0.8823529411764706,705.0,70
E71_498,0.623279098873592,498.0,71
E72_295,0.3692115143929912,295.0,72
E73_428,0.5356695869837297,428.0,73
E74_695,0.869837296620776,695.0,74
E75_375,0.4693366708385482,375.0,75
E76_573,0.7171464330413017,573.0,76
E77_194,0.2428035043804756,194.0,77
E78_420,0.5256570713391739,420.0,78
E79_117,0.14643304130162704,117.0,79
E80_570,0.7133917396745932,570.0,80
E81_407,0.509386733416771,407.0,81
E82_373,0.4668335419274093,373.0,82
E83_206,0.25782227784730916,206.0,83
E84_554,0.6933667083854819,554.0,84
E85_153,0.19148936170212766,153.0,85
E86_493,0.6170212765957447,493.0,86
E87_296,0.3704630788485607,296.0,87
E88_221,0.2765957446808511,221.0,88
E89_235,0.29411764705882354,235.0,89
E90_548,0.685857321652065,548.0,90
E91_27,0.03379224030037547,27.0,91
E92_580,0.7259073842302879,580.0,92
E93_309,0.3867334167709637,309.0,93
E94_278,0.3479349186483104,278.0,94
E95_196,0.2453066332916145,196.0,95
E96_560,0.7008760951188986,560.0,96
E97_799,1.0,799.0,97
E98_756,0.9461827284105131,756.0,98
E99_24,0.030037546933667083,24.0,99
E100_271,0.33917396745932415,271.0,100
E101_660,0.8260325406758448,660.0,101
E102_638,0.7984981226533167,638.0,102
E103_80,0.10012515644555695,80.0,103
E104_383,0.4793491864831039,383.0,104
E105_505,0.6320400500625782,505.0,105
E106_696,0.8710888610763454,696.0,106
E107_76,0.0951188986232791,76.0,107
E108_255,0.3191489361702128,255.0,108
E109_774,0.9687108886107635,774.0,109
E110_57,0.07133917396745933,57.0,110
E111_22,0.02753441802252816,22.0,111
E112_191,0.2390488110137672,191.0,112
E113_417,0.5219023779724656,417.0,113
